Date,Race,Location,Distance,Course
21/03/2012,8,Sha Tin, 1650M ,Class 2 
25/03/2012,1,Sha Tin, 1600M ,Class 5 
25/03/2012,2,Sha Tin, 1000M ,Class 4 
25/03/2012,3,Sha Tin, 1200M ,Class 4 
25/03/2012,4,Sha Tin, 2000M ,Class 3 
25/03/2012,5,Sha Tin, 1600M ,Class 4 
25/03/2012,6,Sha Tin, 1400M ,Class 4 
25/03/2012,7,Sha Tin, 1400M ,Class 3 
25/03/2012,8,Sha Tin, 1200M ,Class 3 
25/03/2012,9,Sha Tin, 1400M ,Class 1 
25/03/2012,10,Sha Tin, 1600M ,Class 3 
28/03/2012,1,Happy Valley, 1000M ,Class 5 
28/03/2012,2,Happy Valley, 1200M ,Class 4 
28/03/2012,3,Happy Valley, 1650M ,Class 4 
28/03/2012,4,Happy Valley, 1800M ,Class 4 
28/03/2012,5,Happy Valley, 1200M ,Class 3 
28/03/2012,6,Happy Valley, 1650M ,Class 3 
28/03/2012,7,Happy Valley, 1800M ,Class 2 
28/03/2012,8,Happy Valley, 1000M ,Class 2 
01/04/2012,1,Sha Tin, 2000M ,Class 5 
01/04/2012,2,Sha Tin, 1400M ,Class 5 
01/04/2012,3,Sha Tin, 1600M ,Class 4 
01/04/2012,4,Sha Tin, 1200M ,Class 4 
01/04/2012,5,Sha Tin, 1400M ,Class 4 
01/04/2012,6,Sha Tin, 1200M ,Class 3 
01/04/2012,9,Sha Tin, 1600M ,Class 3 
01/04/2012,10,Sha Tin, 1600M ,Class 2 
09/04/2012,2,Sha Tin, 1200M ,Class 5 
09/04/2012,3,Sha Tin, 1600M ,Class 5 
09/04/2012,4,Sha Tin, 1200M ,Class 4 
09/04/2012,5,Sha Tin, 1000M ,Class 4 
09/04/2012,6,Sha Tin, 1800M ,Class 4 
09/04/2012,7,Sha Tin, 1400M ,Class 4 
09/04/2012,8,Sha Tin, 1000M ,Class 3 
09/04/2012,9,Sha Tin, 1800M ,Class 3 
09/04/2012,10,Sha Tin, 1200M ,Class 2 
09/04/2012,11,Sha Tin, 1400M ,Class 3 
15/04/2012,1,Happy Valley, 1000M ,Class 4 
15/04/2012,2,Happy Valley, 1650M ,Class 5 
15/04/2012,3,Happy Valley, 1200M ,Class 4 
15/04/2012,5,Happy Valley, 1650M ,Class 4 
15/04/2012,6,Happy Valley, 1000M ,Class 3 
15/04/2012,7,Happy Valley, 1200M ,Class 3 
15/04/2012,8,Happy Valley, 1650M ,Class 3 
15/04/2012,9,Happy Valley, 1200M ,Class 1 
15/04/2012,10,Happy Valley, 1650M ,Class 1 
18/04/2012,1,Happy Valley, 1200M ,Class 5 
18/04/2012,2,Happy Valley, 1800M ,Class 5 
18/04/2012,3,Happy Valley, 1650M ,Class 4 
18/04/2012,4,Happy Valley, 1200M ,Class 4 
18/04/2012,5,Happy Valley, 2200M ,Class 1 
18/04/2012,6,Happy Valley, 1200M ,Class 3 
18/04/2012,7,Happy Valley, 1650M ,Class 3 
18/04/2012,8,Happy Valley, 1800M ,Class 3 
21/04/2012,1,Sha Tin, 1000M ,Class 5 
21/04/2012,2,Sha Tin, 1800M ,Class 4 
21/04/2012,3,Sha Tin, 1200M ,Class 4 
21/04/2012,4,Sha Tin, 1600M ,Class 4 
21/04/2012,5,Sha Tin, 1400M ,Class 4 
21/04/2012,6,Sha Tin, 1200M ,Class 3 
21/04/2012,7,Sha Tin, 1000M ,Class 2 
21/04/2012,8,Sha Tin, 1200M ,Class 3 
21/04/2012,9,Sha Tin, 1400M ,Class 3 
21/04/2012,10,Sha Tin, 1400M ,Class 1 
25/04/2012,1,Happy Valley, 1650M ,Class 5 
25/04/2012,2,Happy Valley, 1650M ,Class 4 
25/04/2012,4,Happy Valley, 2200M ,Class 4 
25/04/2012,5,Happy Valley, 1200M ,Class 4 
25/04/2012,6,Happy Valley, 1650M ,Class 3 
25/04/2012,7,Happy Valley, 1200M ,Class 3 
25/04/2012,8,Happy Valley, 1200M ,Class 3 
29/04/2012,1,Sha Tin, 1400M ,Class 5 
29/04/2012,2,Sha Tin, 1200M ,Class 4 
29/04/2012,4,Sha Tin, 1400M ,Class 4 
29/04/2012,5,Sha Tin, 1600M ,Class 4 
29/04/2012,6,Sha Tin, 1400M ,Class 3 
29/04/2012,7,Sha Tin, 1200M ,Class 3 
29/04/2012,9,Sha Tin, 1800M ,Class 2 
29/04/2012,10,Sha Tin, 1800M ,Class 3 
02/05/2012,1,Happy Valley, 1000M ,Class 5 
02/05/2012,2,Happy Valley, 1000M ,Class 4 
02/05/2012,3,Happy Valley, 1650M ,Class 4 
02/05/2012,4,Happy Valley, 1650M ,Class 4 
02/05/2012,6,Happy Valley, 1650M ,Class 3 
02/05/2012,7,Happy Valley, 1200M ,Class 3 
02/05/2012,8,Happy Valley, 1650M ,Class 2 
06/05/2012,2,Sha Tin, 1000M ,Class 4 
06/05/2012,3,Sha Tin, 1800M ,Class 5 
06/05/2012,5,Sha Tin, 1400M ,Class 4 
06/05/2012,6,Sha Tin, 1800M ,Class 4 
06/05/2012,7,Sha Tin, 1600M ,Class 3 
06/05/2012,8,Sha Tin, 1200M ,Class 3 
06/05/2012,10,Sha Tin, 1200M ,Class 1 
06/05/2012,11,Sha Tin, 1400M ,Class 2 
09/05/2012,1,Happy Valley, 1650M ,Class 5 
09/05/2012,3,Happy Valley, 1200M ,Class 4 
09/05/2012,4,Happy Valley, 1650M ,Class 4 
09/05/2012,5,Happy Valley, 1000M ,Class 3 
09/05/2012,6,Happy Valley, 1200M ,Class 3 
09/05/2012,7,Happy Valley, 1000M ,Class 2 
09/05/2012,8,Happy Valley, 1800M ,Class 3 
12/05/2012,1,Sha Tin, 1600M ,Class 5 
12/05/2012,2,Sha Tin, 1200M ,Class 4 
12/05/2012,3,Sha Tin, 1200M ,Class 3 
12/05/2012,4,Sha Tin, 1200M ,Class 5 
12/05/2012,5,Sha Tin, 1400M ,Class 4 
12/05/2012,6,Sha Tin, 1600M ,Class 4 
12/05/2012,7,Sha Tin, 1400M ,Class 4 
12/05/2012,8,Sha Tin, 1600M ,Class 3 
12/05/2012,9,Sha Tin, 1600M ,Class 2 
12/05/2012,10,Sha Tin, 1400M ,Class 3 
16/05/2012,1,Sha Tin, 1650M ,Class 5 
16/05/2012,2,Sha Tin, 1200M ,Class 4 
16/05/2012,3,Sha Tin, 1200M ,Class 4 
16/05/2012,4,Sha Tin, 1650M ,Class 4 
16/05/2012,5,Sha Tin, 1200M ,Class 3 
16/05/2012,6,Sha Tin, 1650M ,Class 3 
16/05/2012,7,Sha Tin, 1200M ,Class 3 
16/05/2012,8,Sha Tin, 1200M ,Class 1 
19/05/2012,1,Sha Tin, 1000M ,Class 4 
19/05/2012,2,Sha Tin, 1400M ,Class 5 
19/05/2012,3,Sha Tin, 1200M ,Class 4 
19/05/2012,4,Sha Tin, 2200M ,Class 4 
19/05/2012,5,Sha Tin, 1400M ,Class 4 
19/05/2012,6,Sha Tin, 1000M ,Class 3 
19/05/2012,7,Sha Tin, 1800M ,Class 3 
19/05/2012,8,Sha Tin, 1600M ,Class 1 
19/05/2012,9,Sha Tin, 1400M ,Class 3 
19/05/2012,10,Sha Tin, 1400M ,Class 2 
27/05/2012,2,Sha Tin, 1600M ,Class 5 
27/05/2012,3,Sha Tin, 1200M ,Class 4 
27/05/2012,5,Sha Tin, 2000M ,Class 5 
27/05/2012,6,Sha Tin, 1400M ,Class 4 
27/05/2012,7,Sha Tin, 1600M ,Class 4 
27/05/2012,9,Sha Tin, 1200M ,Class 3 
27/05/2012,10,Sha Tin, 1600M ,Class 3 
27/05/2012,11,Sha Tin, 1800M ,Class 2 
30/05/2012,1,Happy Valley, 1000M ,Class 4 
30/05/2012,2,Happy Valley, 1200M ,Class 5 
30/05/2012,3,Happy Valley, 1200M ,Class 4 
30/05/2012,4,Happy Valley, 1800M ,Class 4 
30/05/2012,5,Happy Valley, 2200M ,Class 3 
30/05/2012,6,Happy Valley, 1650M ,Class 3 
30/05/2012,7,Happy Valley, 1200M ,Class 3 
30/05/2012,8,Happy Valley, 1200M ,Class 2 
03/06/2012,1,Sha Tin, 1200M ,Class 5 
03/06/2012,2,Sha Tin, 1400M ,Class 5 
03/06/2012,3,Sha Tin, 1200M ,Class 4 
03/06/2012,4,Sha Tin, 1800M ,Class 4 
03/06/2012,5,Sha Tin, 1400M ,Class 4 
03/06/2012,6,Sha Tin, 1600M ,Class 4 
03/06/2012,7,Sha Tin, 1200M ,Class 3 
03/06/2012,8,Sha Tin, 1600M ,Class 3 
03/06/2012,9,Sha Tin, 1600M ,Class 2 
03/06/2012,10,Sha Tin, 1400M ,Class 3 
06/06/2012,1,Happy Valley, 1800M ,Class 5 
06/06/2012,3,Happy Valley, 1200M ,Class 4 
06/06/2012,4,Happy Valley, 1650M ,Class 4 
06/06/2012,7,Happy Valley, 1800M ,Class 1 
06/06/2012,8,Happy Valley, 1650M ,Class 3 
09/06/2012,1,Sha Tin, 1200M ,Class 5 
09/06/2012,2,Sha Tin, 1200M ,Class 4 
09/06/2012,3,Sha Tin, 1400M ,Class 4 
09/06/2012,4,Sha Tin, 1650M ,Class 4 
09/06/2012,5,Sha Tin, 1200M ,Class 4 
09/06/2012,6,Sha Tin, 1800M ,Class 3 
09/06/2012,7,Sha Tin, 1000M ,Class 3 
09/06/2012,8,Sha Tin, 1000M ,Class 1 
09/06/2012,9,Sha Tin, 1400M ,Class 3 
09/06/2012,10,Sha Tin, 1400M ,Class 2 
13/06/2012,1,Happy Valley, 1200M ,Class 5 
13/06/2012,2,Happy Valley, 1650M ,Class 5 
13/06/2012,3,Happy Valley, 1650M ,Class 4 
13/06/2012,4,Happy Valley, 1200M ,Class 4 
13/06/2012,5,Happy Valley, 2200M ,Class 4 
13/06/2012,7,Happy Valley, 1650M ,Class 3 
13/06/2012,8,Happy Valley, 1200M ,Class 3 
17/06/2012,2,Sha Tin, 1000M ,Class 4 
17/06/2012,3,Sha Tin, 1400M ,Class 4 
17/06/2012,4,Sha Tin, 1200M ,Class 3 
17/06/2012,5,Sha Tin, 1600M ,Class 5 
17/06/2012,6,Sha Tin, 1600M ,Class 4 
17/06/2012,7,Sha Tin, 1650M ,Class 3 
17/06/2012,8,Sha Tin, 1200M ,Class 3 
17/06/2012,10,Sha Tin, 1400M ,Class 3 
17/06/2012,11,Sha Tin, 1650M ,Class 2 
20/06/2012,1,Happy Valley, 1000M ,Class 5 
20/06/2012,2,Happy Valley, 1000M ,Class 4 
20/06/2012,3,Happy Valley, 1000M ,Class 3 
20/06/2012,4,Happy Valley, 1650M ,Class 3 
20/06/2012,5,Happy Valley, 1200M ,Class 4 
20/06/2012,6,Happy Valley, 1650M ,Class 4 
20/06/2012,7,Happy Valley, 1800M ,Class 3 
20/06/2012,8,Happy Valley, 1650M ,Class 2 
24/06/2012,1,Sha Tin, 1800M ,Class 5 
24/06/2012,2,Sha Tin, 1400M ,Class 4 
24/06/2012,3,Sha Tin, 1400M ,Class 4 
24/06/2012,4,Sha Tin, 2000M ,Class 4 
24/06/2012,5,Sha Tin, 1200M ,Class 4 
24/06/2012,6,Sha Tin, 1200M ,Class 3 
24/06/2012,7,Sha Tin, 1000M ,Class 3 
24/06/2012,8,Sha Tin, 1200M ,Class 2 
24/06/2012,9,Sha Tin, 1600M ,Class 3 
24/06/2012,10,Sha Tin, 1400M ,Class 3 
01/07/2012,2,Sha Tin, 1200M ,Class 5 
01/07/2012,3,Sha Tin, 1000M ,Class 4 
01/07/2012,4,Sha Tin, 1400M ,Class 5 
01/07/2012,5,Sha Tin, 1200M ,Class 4 
01/07/2012,6,Sha Tin, 1600M ,Class 4 
01/07/2012,7,Sha Tin, 1400M ,Class 4 
01/07/2012,8,Sha Tin, 1400M ,Class 2 
01/07/2012,9,Sha Tin, 1400M ,Class 3 
01/07/2012,10,Sha Tin, 1200M ,Class 3 
01/07/2012,11,Sha Tin, 1800M ,Class 3 
04/07/2012,1,Happy Valley, 1650M ,Class 5 
04/07/2012,2,Happy Valley, 1650M ,Class 5 
04/07/2012,3,Happy Valley, 1200M ,Class 4 
04/07/2012,5,Happy Valley, 1650M ,Class 4 
04/07/2012,6,Happy Valley, 1650M ,Class 3 
04/07/2012,7,Happy Valley, 1200M ,Class 2 
04/07/2012,8,Happy Valley, 1200M ,Class 1 
08/07/2012,2,Sha Tin, 1200M ,Class 4 
08/07/2012,3,Sha Tin, 1400M ,Class 4 
08/07/2012,4,Sha Tin, 1800M ,Class 5 
08/07/2012,5,Sha Tin, 1400M ,Class 3 
08/07/2012,6,Sha Tin, 1650M ,Class 4 
08/07/2012,7,Sha Tin, 1800M ,Class 4 
08/07/2012,8,Sha Tin, 1200M ,Class 3 
08/07/2012,9,Sha Tin, 1600M ,Class 3 
08/07/2012,10,Sha Tin, 1200M ,Class 2 
08/07/2012,11,Sha Tin, 1600M ,Class 2 
11/07/2012,1,Happy Valley, 1200M ,Class 5 
11/07/2012,2,Happy Valley, 1000M ,Class 4 
11/07/2012,3,Happy Valley, 1650M ,Class 4 
11/07/2012,4,Happy Valley, 1200M ,Class 4 
11/07/2012,5,Happy Valley, 1650M ,Class 3 
11/07/2012,6,Happy Valley, 1000M ,Class 3 
11/07/2012,7,Happy Valley, 1200M ,Class 3 
11/07/2012,8,Happy Valley, 1800M ,Class 2 
15/07/2012,1,Sha Tin, 1600M ,Class 5 
15/07/2012,2,Sha Tin, 1200M ,Class 4 
15/07/2012,3,Sha Tin, 1400M ,Class 5 
15/07/2012,4,Sha Tin, 1400M ,Class 4 
15/07/2012,5,Sha Tin, 1400M ,Class 4 
15/07/2012,6,Sha Tin, 1600M ,Class 4 
15/07/2012,7,Sha Tin, 1800M ,Class 3 
15/07/2012,8,Sha Tin, 1200M ,Class 3 
15/07/2012,9,Sha Tin, 1400M ,Class 2 
15/07/2012,10,Sha Tin, 1400M ,Class 3 
15/07/2012,11,Sha Tin, 1600M ,Class 1 
08/09/2012,1,Sha Tin, 1200M ,Class 5 
08/09/2012,2,Sha Tin, 1600M ,Class 4 
08/09/2012,3,Sha Tin, 1200M ,Class 1 
08/09/2012,4,Sha Tin, 1400M ,Class 5 
08/09/2012,5,Sha Tin, 1000M ,Class 4 
08/09/2012,6,Sha Tin, 1400M ,Class 4 
08/09/2012,7,Sha Tin, 1000M ,Class 2 
08/09/2012,8,Sha Tin, 1200M ,Class 3 
08/09/2012,9,Sha Tin, 1400M ,Class 2 
08/09/2012,10,Sha Tin, 1400M ,Class 3 
12/09/2012,1,Happy Valley, 1200M ,Class 5 
12/09/2012,2,Happy Valley, 1000M ,Class 4 
12/09/2012,3,Happy Valley, 1200M ,Class 4 
12/09/2012,4,Happy Valley, 1650M ,Class 5 
12/09/2012,5,Happy Valley, 1650M ,Class 4 
12/09/2012,6,Happy Valley, 1650M ,Class 3 
12/09/2012,7,Happy Valley, 1000M ,Class 3 
12/09/2012,8,Happy Valley, 1200M ,Class 2 
16/09/2012,1,Sha Tin, 1200M ,Class 4 
16/09/2012,2,Sha Tin, 1600M ,Class 3 
16/09/2012,3,Sha Tin, 1400M ,Class 4 
16/09/2012,4,Sha Tin, 1600M ,Class 5 
16/09/2012,5,Sha Tin, 1400M ,Class 4 
16/09/2012,6,Sha Tin, 1200M ,Class 4 
16/09/2012,7,Sha Tin, 1400M ,Class 1 
16/09/2012,8,Sha Tin, 1200M ,Class 3 
16/09/2012,9,Sha Tin, 1200M ,Class 3 
16/09/2012,10,Sha Tin, 1200M ,Class 2 
19/09/2012,1,Happy Valley, 1650M ,Class 4 
19/09/2012,2,Happy Valley, 1650M ,Class 4 
19/09/2012,3,Happy Valley, 1650M ,Class 3 
19/09/2012,4,Happy Valley, 1650M ,Class 5 
19/09/2012,5,Happy Valley, 1000M ,Class 3 
19/09/2012,6,Happy Valley, 1200M ,Class 4 
19/09/2012,7,Happy Valley, 1200M ,Class 3 
19/09/2012,8,Happy Valley, 1650M ,Class 2 
23/09/2012,1,Sha Tin, 1400M ,Class 5 
23/09/2012,2,Sha Tin, 1200M ,Class 4 
23/09/2012,3,Sha Tin, 1000M ,Class 4 
23/09/2012,4,Sha Tin, 1200M ,Class 5 
23/09/2012,5,Sha Tin, 1650M ,Class 4 
23/09/2012,6,Sha Tin, 1400M ,Class 4 
23/09/2012,7,Sha Tin, 1000M ,Class 3 
23/09/2012,8,Sha Tin, 1600M ,Class 3 
23/09/2012,9,Sha Tin, 1400M ,Class 3 
23/09/2012,10,Sha Tin, 1400M ,Class 2 
26/09/2012,1,Happy Valley, 1800M ,Class 5 
26/09/2012,2,Happy Valley, 1800M ,Class 4 
26/09/2012,3,Happy Valley, 1000M ,Class 4 
26/09/2012,4,Happy Valley, 1200M ,Class 4 
26/09/2012,5,Happy Valley, 1650M ,Class 3 
26/09/2012,6,Happy Valley, 1650M ,Class 4 
26/09/2012,7,Happy Valley, 1000M ,Class 2 
26/09/2012,8,Happy Valley, 1200M ,Class 3 
01/10/2012,1,Sha Tin, 1400M ,Class 5 
01/10/2012,2,Sha Tin, 1400M ,Class 4 
01/10/2012,4,Sha Tin, 1000M ,Class 3 
01/10/2012,5,Sha Tin, 1600M ,Class 4 
01/10/2012,6,Sha Tin, 1200M ,Class 4 
01/10/2012,8,Sha Tin, 1800M ,Class 3 
01/10/2012,9,Sha Tin, 1400M ,Class 3 
01/10/2012,10,Sha Tin, 1600M ,Class 2 
06/10/2012,1,Sha Tin, 1600M ,Class 5 
06/10/2012,2,Sha Tin, 1200M ,Class 5 
06/10/2012,3,Sha Tin, 1800M ,Class 4 
06/10/2012,4,Sha Tin, 1200M ,Class 4 
06/10/2012,5,Sha Tin, 1200M ,Class 4 
06/10/2012,6,Sha Tin, 1400M ,Class 4 
06/10/2012,7,Sha Tin, 1600M ,Class 3 
06/10/2012,8,Sha Tin, 1200M ,Class 3 
06/10/2012,9,Sha Tin, 1200M ,Class 2 
06/10/2012,10,Sha Tin, 1400M ,Class 3 
10/10/2012,1,Happy Valley, 1650M ,Class 5 
10/10/2012,2,Happy Valley, 1000M ,Class 4 
10/10/2012,3,Happy Valley, 1200M ,Class 4 
10/10/2012,4,Happy Valley, 1650M ,Class 4 
10/10/2012,5,Happy Valley, 1800M ,Class 3 
10/10/2012,6,Happy Valley, 1200M ,Class 3 
10/10/2012,7,Happy Valley, 1650M ,Class 3 
10/10/2012,8,Happy Valley, 1650M ,Class 2 
14/10/2012,1,Sha Tin, 1800M ,Class 5 
14/10/2012,2,Sha Tin, 1000M ,Class 4 
14/10/2012,3,Sha Tin, 1600M ,Class 3 
14/10/2012,4,Sha Tin, 1600M ,Class 4 
14/10/2012,5,Sha Tin, 1200M ,Class 4 
14/10/2012,6,Sha Tin, 1400M ,Class 4 
14/10/2012,7,Sha Tin, 1200M ,Class 3 
14/10/2012,8,Sha Tin, 1400M ,Class 3 
14/10/2012,10,Sha Tin, 1400M ,Class 2 
17/10/2012,1,Sha Tin, 1650M ,Class 4 
17/10/2012,2,Sha Tin, 1200M ,Class 4 
17/10/2012,3,Sha Tin, 1200M ,Class 4 
17/10/2012,4,Sha Tin, 1650M ,Class 5 
17/10/2012,5,Sha Tin, 1200M ,Class 3 
17/10/2012,6,Sha Tin, 1200M ,Class 3 
17/10/2012,7,Sha Tin, 1650M ,Class 3 
17/10/2012,8,Sha Tin, 1650M ,Class 2 
21/10/2012,1,Happy Valley, 1000M ,Class 5 
21/10/2012,2,Happy Valley, 1000M ,Class 4 
21/10/2012,3,Happy Valley, 1800M ,Class 4 
21/10/2012,4,Happy Valley, 1650M ,Class 5 
21/10/2012,5,Happy Valley, 1200M ,Class 4 
21/10/2012,6,Happy Valley, 1650M ,Class 4 
21/10/2012,7,Happy Valley, 1650M ,Class 3 
21/10/2012,8,Happy Valley, 1200M ,Class 3 
21/10/2012,9,Happy Valley, 1000M ,Class 3 
21/10/2012,10,Happy Valley, 1200M ,Class 2 
24/10/2012,1,Happy Valley, 1800M ,Class 5 
24/10/2012,2,Happy Valley, 1200M ,Class 5 
24/10/2012,3,Happy Valley, 1200M ,Class 4 
24/10/2012,4,Happy Valley, 1200M ,Class 4 
24/10/2012,5,Happy Valley, 1650M ,Class 4 
24/10/2012,6,Happy Valley, 2200M ,Class 3 
24/10/2012,7,Happy Valley, 1650M ,Class 3 
24/10/2012,8,Happy Valley, 1200M ,Class 3 
28/10/2012,2,Sha Tin, 1200M ,Class 4 
28/10/2012,3,Sha Tin, 1400M ,Class 5 
28/10/2012,4,Sha Tin, 1600M ,Class 4 
28/10/2012,5,Sha Tin, 1400M ,Class 4 
28/10/2012,6,Sha Tin, 1200M ,Class 3 
28/10/2012,8,Sha Tin, 1400M ,Class 3 
28/10/2012,10,Sha Tin, 1600M ,Class 3 
28/10/2012,11,Sha Tin, 1400M ,Class 2 
04/11/2012,1,Sha Tin, 1200M ,Class 4 
04/11/2012,2,Sha Tin, 1600M ,Class 5 
04/11/2012,3,Sha Tin, 1000M ,Class 4 
04/11/2012,4,Sha Tin, 1400M ,Class 4 
04/11/2012,5,Sha Tin, 1800M ,Class 4 
04/11/2012,6,Sha Tin, 1800M ,Class 3 
04/11/2012,7,Sha Tin, 1000M ,Class 2 
04/11/2012,10,Sha Tin, 1800M ,Class 2 
07/11/2012,1,Happy Valley, 2200M ,Class 5 
07/11/2012,2,Happy Valley, 1200M ,Class 4 
07/11/2012,3,Happy Valley, 1000M ,Class 3 
07/11/2012,4,Happy Valley, 1000M ,Class 4 
07/11/2012,5,Happy Valley, 1650M ,Class 4 
07/11/2012,6,Happy Valley, 1200M ,Class 3 
07/11/2012,7,Happy Valley, 1650M ,Class 3 
07/11/2012,8,Happy Valley, 1650M ,Class 2 
10/11/2012,1,Sha Tin, 1200M ,Class 5 
10/11/2012,2,Sha Tin, 1400M ,Class 4 
10/11/2012,3,Sha Tin, 1200M ,Class 4 
10/11/2012,4,Sha Tin, 1400M ,Class 5 
10/11/2012,5,Sha Tin, 1600M ,Class 4 
10/11/2012,6,Sha Tin, 1400M ,Class 4 
10/11/2012,7,Sha Tin, 1200M ,Class 3 
10/11/2012,8,Sha Tin, 1400M ,Class 1 
10/11/2012,9,Sha Tin, 1600M ,Class 3 
10/11/2012,10,Sha Tin, 1400M ,Class 3 
14/11/2012,1,Sha Tin, 1200M ,Class 5 
14/11/2012,2,Sha Tin, 1200M ,Class 4 
14/11/2012,3,Sha Tin, 1200M ,Class 4 
14/11/2012,4,Sha Tin, 1800M ,Class 4 
14/11/2012,5,Sha Tin, 1200M ,Class 3 
14/11/2012,6,Sha Tin, 1800M ,Class 3 
14/11/2012,7,Sha Tin, 1200M ,Class 3 
14/11/2012,8,Sha Tin, 1200M ,Class 2 
18/11/2012,2,Sha Tin, 1200M ,Class 4 
18/11/2012,3,Sha Tin, 1800M ,Class 5 
18/11/2012,4,Sha Tin, 1200M ,Class 3 
18/11/2012,5,Sha Tin, 1600M ,Class 4 
18/11/2012,6,Sha Tin, 1400M ,Class 3 
18/11/2012,10,Sha Tin, 1600M ,Class 2 
18/11/2012,11,Sha Tin, 1200M ,Class 2 
21/11/2012,1,Happy Valley, 1000M ,Class 5 
21/11/2012,2,Happy Valley, 1650M ,Class 5 
21/11/2012,3,Happy Valley, 1650M ,Class 4 
21/11/2012,4,Happy Valley, 1200M ,Class 4 
21/11/2012,5,Happy Valley, 1650M ,Class 4 
21/11/2012,6,Happy Valley, 1650M ,Class 3 
21/11/2012,7,Happy Valley, 1650M ,Class 3 
21/11/2012,8,Happy Valley, 1200M ,Class 3 
25/11/2012,1,Sha Tin, 1000M ,Class 4 
25/11/2012,2,Sha Tin, 1400M ,Class 5 
25/11/2012,3,Sha Tin, 1200M ,Class 3 
25/11/2012,4,Sha Tin, 1200M ,Class 4 
25/11/2012,5,Sha Tin, 1400M ,Class 4 
25/11/2012,6,Sha Tin, 1600M ,Class 4 
25/11/2012,7,Sha Tin, 1400M ,Class 3 
25/11/2012,8,Sha Tin, 1400M ,Class 1 
25/11/2012,9,Sha Tin, 1600M ,Class 3 
25/11/2012,10,Sha Tin, 1400M ,Class 2 
28/11/2012,1,Happy Valley, 1000M ,Class 4 
28/11/2012,2,Happy Valley, 2200M ,Class 4 
28/11/2012,3,Happy Valley, 1800M ,Class 5 
28/11/2012,4,Happy Valley, 1200M ,Class 4 
28/11/2012,5,Happy Valley, 1800M ,Class 3 
28/11/2012,6,Happy Valley, 1000M ,Class 3 
28/11/2012,7,Happy Valley, 1200M ,Class 3 
28/11/2012,8,Happy Valley, 1000M ,Class 2 
02/12/2012,2,Sha Tin, 1200M ,Class 5 
02/12/2012,3,Sha Tin, 1650M ,Class 4 
02/12/2012,4,Sha Tin, 1200M ,Class 4 
02/12/2012,5,Sha Tin, 1650M ,Class 5 
02/12/2012,6,Sha Tin, 1400M ,Class 4 
02/12/2012,7,Sha Tin, 1650M ,Class 3 
02/12/2012,8,Sha Tin, 1200M ,Class 3 
02/12/2012,9,Sha Tin, 1000M ,Class 3 
02/12/2012,10,Sha Tin, 1650M ,Class 2 
02/12/2012,11,Sha Tin, 1400M ,Class 3 
05/12/2012,1,Happy Valley, 1200M ,Class 5 
05/12/2012,2,Happy Valley, 1200M ,Class 4 
05/12/2012,3,Happy Valley, 1650M ,Class 4 
05/12/2012,4,Happy Valley, 1650M ,Class 4 
05/12/2012,5,Happy Valley, 1200M ,Class 3 
05/12/2012,6,Happy Valley, 1650M ,Class 3 
05/12/2012,7,Happy Valley, 1650M ,Class 3 
05/12/2012,8,Happy Valley, 1800M ,Class 2 
09/12/2012,1,Sha Tin, 1200M ,Class 3 
09/12/2012,2,Sha Tin, 1400M ,Class 3 
09/12/2012,3,Sha Tin, 1800M ,Class 3 
09/12/2012,6,Sha Tin, 1200M ,Class 2 
09/12/2012,9,Sha Tin, 1400M ,Class 1 
09/12/2012,10,Sha Tin, 1600M ,Class 2 
12/12/2012,1,Happy Valley, 1200M ,Class 4 
12/12/2012,2,Happy Valley, 2200M ,Class 5 
12/12/2012,3,Happy Valley, 1650M ,Class 5 
12/12/2012,4,Happy Valley, 1800M ,Class 4 
12/12/2012,5,Happy Valley, 1650M ,Class 4 
12/12/2012,6,Happy Valley, 1200M ,Class 3 
12/12/2012,7,Happy Valley, 1650M ,Class 3 
12/12/2012,8,Happy Valley, 1000M ,Class 3 
16/12/2012,1,Sha Tin, 1000M ,Class 4 
16/12/2012,2,Sha Tin, 1400M ,Class 5 
16/12/2012,4,Sha Tin, 1000M ,Class 3 
16/12/2012,5,Sha Tin, 1600M ,Class 4 
16/12/2012,6,Sha Tin, 1400M ,Class 4 
16/12/2012,7,Sha Tin, 1200M ,Class 4 
16/12/2012,8,Sha Tin, 1600M ,Class 3 
16/12/2012,9,Sha Tin, 1200M ,Class 3 
16/12/2012,10,Sha Tin, 1200M ,Class 2 
16/12/2012,11,Sha Tin, 1400M ,Class 3 
19/12/2012,1,Happy Valley, 1000M ,Class 5 
19/12/2012,2,Happy Valley, 1200M ,Class 4 
19/12/2012,3,Happy Valley, 2200M ,Class 3 
19/12/2012,4,Happy Valley, 1650M ,Class 4 
19/12/2012,5,Happy Valley, 1200M ,Class 1 
19/12/2012,6,Happy Valley, 1000M ,Class 4 
19/12/2012,7,Happy Valley, 1200M ,Class 3 
19/12/2012,8,Happy Valley, 1650M ,Class 3 
22/12/2012,1,Sha Tin, 1200M ,Class 4 
22/12/2012,2,Sha Tin, 1200M ,Class 5 
22/12/2012,3,Sha Tin, 1600M ,Class 3 
22/12/2012,4,Sha Tin, 2000M ,Class 4 
22/12/2012,5,Sha Tin, 1400M ,Class 4 
22/12/2012,6,Sha Tin, 1600M ,Class 4 
22/12/2012,7,Sha Tin, 1400M ,Class 3 
22/12/2012,8,Sha Tin, 1200M ,Class 3 
22/12/2012,9,Sha Tin, 1800M ,Class 2 
